,Unnamed: 0,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1344,1344,266.0,0.0,0.0,1.0,0.0,28,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.5,563.0499878,0.0
1345,1345,1119.0,0.0,0.0,1.0,0.0,57,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,100.75,5985.0,0.0
1346,1346,1403.0,0.0,0.0,1.0,1.0,14,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,87.25,1258.599976,1.0
1347,1347,2777.0,1.0,0.0,0.0,0.0,19,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,19.95000076,373.5,0.0
1348,1348,585.0,1.0,0.0,1.0,0.0,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.94999695,857.2000122,1.0
1349,1349,1284.0,0.0,0.0,1.0,0.0,51,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,49.65000153,2553.350098,0.0
1350,1350,2058.0,0.0,0.0,1.0,0.0,67,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,65.65000153,4322.850098,0.0
1351,1351,3700.0,1.0,0.0,1.0,1.0,11,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,20.45000076,250.8000031,0.0
1352,1352,3933.0,1.0,0.0,1.0,1.0,72,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,60.95000076,4549.049805,0.0
1353,1353,3598.0,1.0,0.0,1.0,1.0,66,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,20.35000038,1359.5,0.0
1354,1354,4737.0,0.0,0.0,0.0,0.0,18,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,88.34999847,1639.300049,1.0
1355,1355,2851.0,0.0,0.0,0.0,0.0,9,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,19.5,178.8500061,0.0
1356,1356,87.0,0.0,0.0,0.0,0.0,9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,75.19999695,633.8499756,0.0
1357,1357,3627.0,1.0,0.0,1.0,0.0,48,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,111.4499969,5315.100098,0.0
1358,1358,4663.0,1.0,0.0,0.0,0.0,10,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.15000153,735.5,0.0
1359,1359,4034.0,0.0,0.0,0.0,0.0,9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,94.75,889.9000244,1.0
1360,1360,1912.0,0.0,1.0,0.0,0.0,13,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,95.05000305,1290.0,1.0
1361,1361,1631.0,1.0,0.0,0.0,0.0,4,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,78.44999695,330.0499878,1.0
1362,1362,1254.0,1.0,0.0,0.0,0.0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,70.19999695,237.9499969,1.0
1363,1363,1537.0,0.0,0.0,1.0,0.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,92.0,6474.399902,0.0
1364,1364,526.0,0.0,0.0,1.0,1.0,51,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,85.5,4421.950195,0.0
1365,1365,3931.0,1.0,0.0,1.0,0.0,59,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,41.04999924,2452.699951,1.0
1366,1366,3694.0,1.0,0.0,1.0,0.0,10,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,85.59999847,813.8499756,1.0
1367,1367,2130.0,1.0,1.0,1.0,0.0,61,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,82.15000153,4904.850098,0.0
1368,1368,3165.0,1.0,0.0,0.0,0.0,54,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,84.40000153,4484.049805,0.0
1369,1369,2780.0,0.0,0.0,0.0,0.0,33,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,60.90000153,2033.849976,0.0
1370,1370,3857.0,0.0,0.0,0.0,0.0,27,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,20.25,538.2000122,0.0
1371,1371,3335.0,0.0,1.0,0.0,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,79.19999695,79.19999695,1.0
1372,1372,4929.0,1.0,0.0,0.0,0.0,23,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,95.30000305,2192.899902,0.0
1373,1373,2147.0,1.0,0.0,0.0,1.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.85000038,19.85000038,0.0
1374,1374,4544.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,84.34999847,3858.050049,0.0
1375,1375,876.0,0.0,0.0,1.0,1.0,39,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,19.85000038,854.7999878,0.0
1376,1376,1580.0,1.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,3.0,70.0,347.3999939,1.0
1377,1377,1531.0,1.0,0.0,1.0,1.0,72,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,82.30000305,5815.149902,0.0
1378,1378,819.0,0.0,0.0,1.0,1.0,58,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,66.80000305,3970.399902,0.0
1379,1379,273.0,0.0,0.0,0.0,0.0,70,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,44.59999847,3058.149902,0.0
1380,1380,556.0,1.0,0.0,1.0,1.0,61,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,98.44999695,6145.200195,0.0
1381,1381,1868.0,1.0,0.0,0.0,0.0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.69999695,129.1999969,0.0
1382,1382,2264.0,0.0,0.0,1.0,1.0,46,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,24.95000076,1165.900024,0.0
1383,1383,1680.0,0.0,0.0,0.0,0.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49.95000076,49.95000076,1.0
1384,1384,2359.0,0.0,0.0,1.0,0.0,22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,69.25,1554.0,1.0
1385,1385,4742.0,0.0,0.0,0.0,0.0,48,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,102.5,4904.25,0.0
1386,1386,4102.0,1.0,0.0,0.0,0.0,64,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,86.55000305,5632.549805,0.0
1387,1387,3913.0,1.0,0.0,1.0,1.0,72,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,24.29999924,1643.25,0.0
1388,1388,4581.0,0.0,0.0,1.0,1.0,12,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,58.34999847,740.5499878,0.0
1389,1389,4356.0,0.0,1.0,1.0,0.0,34,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,94.25,3217.550049,1.0
1390,1390,4087.0,0.0,0.0,1.0,1.0,72,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,68.75,4888.200195,0.0
1391,1391,4984.0,1.0,0.0,1.0,0.0,29,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,85.80000305,2440.25,0.0
1392,1392,920.0,1.0,0.0,1.0,1.0,33,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.10000038,620.5499878,0.0
1393,1393,1268.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.35000038,20.35000038,0.0
1394,1394,1107.0,0.0,0.0,1.0,1.0,62,1.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,110.8000031,6840.950195,0.0
1395,1395,233.0,1.0,0.0,1.0,0.0,41,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,73.0,3001.199951,1.0
1396,1396,4789.0,0.0,0.0,0.0,0.0,64,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,100.0500031,6254.200195,1.0
1397,1397,4399.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,82.84999847,319.6000061,0.0
1398,1398,1802.0,0.0,0.0,0.0,0.0,24,1.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,84.34999847,1938.050049,0.0
1399,1399,1564.0,0.0,0.0,1.0,1.0,14,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.54999924,294.5,0.0
1400,1400,3819.0,1.0,0.0,0.0,1.0,3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.95000076,58.29999924,0.0
1401,1401,2752.0,0.0,1.0,0.0,0.0,4,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,99.80000305,442.8500061,1.0
1402,1402,3159.0,0.0,0.0,0.0,1.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,35.0,553.0,1.0
1403,1403,1165.0,1.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,66.25,546.4500122,0.0
1404,1404,939.0,0.0,0.0,0.0,0.0,35,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.29999924,797.0999756,0.0
1405,1405,3534.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,76.0,1.0
1406,1406,4694.0,1.0,0.0,0.0,1.0,66,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,25.29999924,1673.800049,0.0
1407,1407,444.0,1.0,0.0,0.0,1.0,8,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,44.54999924,343.4500122,0.0
1408,1408,2882.0,0.0,0.0,1.0,0.0,71,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,104.0999985,7412.25,0.0
1409,1409,3022.0,0.0,0.0,1.0,1.0,43,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,92.55000305,4039.0,0.0
1410,1410,3573.0,0.0,1.0,0.0,0.0,2,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,93.84999847,170.8500061,1.0
1411,1411,1322.0,1.0,1.0,0.0,0.0,29,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,101.4499969,2948.600098,0.0
1412,1412,3996.0,0.0,0.0,1.0,0.0,15,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,84.30000305,1308.400024,1.0
1413,1413,872.0,1.0,0.0,1.0,1.0,65,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,94.55000305,6078.75,0.0
1414,1414,2690.0,1.0,0.0,0.0,0.0,35,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,95.5,3418.199951,0.0
1415,1415,2651.0,1.0,0.0,0.0,0.0,64,1.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,100.3000031,6603.799805,0.0
1416,1416,2454.0,0.0,0.0,1.0,1.0,58,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,55.5,3166.899902,0.0
1417,1417,2868.0,0.0,1.0,0.0,0.0,18,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,49.84999847,865.75,0.0
1418,1418,4699.0,1.0,0.0,1.0,1.0,67,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,89.55000305,6373.100098,0.0
1419,1419,1763.0,1.0,0.0,1.0,1.0,63,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,19.14999962,1177.050049,0.0
1420,1420,4444.0,0.0,0.0,1.0,0.0,60,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,99.80000305,5985.75,0.0
1421,1421,2723.0,1.0,1.0,0.0,0.0,9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,84.40000153,732.5,1.0
1422,1422,1948.0,0.0,0.0,1.0,1.0,70,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,113.0500031,7869.049805,0.0
1423,1423,331.0,1.0,0.0,1.0,0.0,15,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,101.0999985,1504.050049,1.0
1424,1424,3839.0,0.0,0.0,0.0,1.0,48,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,19.95000076,936.7000122,0.0
1425,1425,3601.0,1.0,0.0,1.0,0.0,12,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,74.15000153,741.4000244,0.0
1426,1426,4418.0,1.0,1.0,1.0,0.0,71,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,92.0,6585.200195,0.0
1427,1427,3501.0,1.0,1.0,0.0,0.0,44,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,73.84999847,3122.399902,0.0
1428,1428,3952.0,1.0,0.0,0.0,0.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.45000076,50.45000076,1.0
1429,1429,2324.0,1.0,0.0,1.0,1.0,45,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,24.45000076,1088.25,0.0
1430,1430,3307.0,0.0,0.0,0.0,0.0,23,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.79999924,615.3499756,0.0
1431,1431,3419.0,0.0,0.0,1.0,0.0,43,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,64.84999847,2908.199951,0.0
1432,1432,4554.0,1.0,0.0,0.0,0.0,35,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,739.9000244,0.0
1433,1433,3268.0,1.0,0.0,1.0,0.0,9,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,68.94999695,593.8499756,0.0
1434,1434,768.0,1.0,0.0,0.0,0.0,12,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,99.94999695,1132.75,1.0
1435,1435,4559.0,0.0,1.0,1.0,0.0,65,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,109.4000015,7227.450195,0.0
1436,1436,4801.0,0.0,0.0,0.0,0.0,2,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,91.40000153,193.6000061,1.0
1437,1437,809.0,1.0,0.0,0.0,0.0,27,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,1291.349976,0.0
1438,1438,2924.0,0.0,0.0,0.0,0.0,40,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,50.25,2023.550049,0.0
1439,1439,248.0,0.0,1.0,0.0,0.0,5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,75.55000305,349.6499939,1.0
1440,1440,3912.0,1.0,0.0,1.0,1.0,8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.89999962,153.9499969,0.0
1441,1441,1214.0,0.0,1.0,1.0,0.0,58,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,97.80000305,5458.799805,0.0
1442,1442,1633.0,0.0,0.0,1.0,1.0,52,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,100.3000031,5244.450195,0.0
1443,1443,3590.0,1.0,0.0,1.0,0.0,3,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,3.0,55.79999924,154.5500031,0.0
1444,1444,2795.0,1.0,0.0,0.0,1.0,41,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,111.1500015,4507.149902,0.0
1445,1445,1609.0,1.0,0.0,0.0,0.0,20,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,98.55000305,2031.949951,0.0
1446,1446,4291.0,1.0,0.0,0.0,1.0,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.04999924,50.04999924,0.0
1447,1447,1459.0,1.0,0.0,0.0,1.0,4,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,80.80000305,332.4500122,1.0
1448,1448,1466.0,1.0,0.0,0.0,0.0,23,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.85000038,473.8999939,0.0
1449,1449,3459.0,0.0,1.0,0.0,0.0,6,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,106.8000031,0.0
1450,1450,838.0,1.0,0.0,1.0,1.0,8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,19.35000038,152.6000061,0.0
1451,1451,3496.0,1.0,0.0,0.0,0.0,18,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,69.5,1199.400024,0.0
1452,1452,105.0,1.0,1.0,0.0,0.0,52,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,48.79999924,2555.050049,0.0
1453,1453,2982.0,1.0,0.0,0.0,0.0,31,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,94.5,2979.199951,0.0
1454,1454,4387.0,1.0,0.0,1.0,1.0,29,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.64999962,654.8499756,0.0
1455,1455,789.0,0.0,0.0,1.0,0.0,36,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,106.0500031,3834.399902,0.0
1456,1456,1754.0,0.0,0.0,1.0,0.0,16,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,100.0,1534.75,1.0
1457,1457,3227.0,1.0,0.0,1.0,0.0,42,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,108.3000031,4586.149902,0.0
1458,1458,4013.0,1.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.54999924,20.54999924,1.0
1459,1459,1529.0,0.0,0.0,0.0,0.0,60,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,99.65000153,5941.049805,0.0
1460,1460,1460.0,1.0,0.0,0.0,0.0,5,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,85.30000305,424.1499939,1.0
1461,1461,3156.0,1.0,0.0,1.0,0.0,22,1.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,95.90000153,2234.949951,0.0
1462,1462,4950.0,1.0,0.0,1.0,0.0,36,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,20.0,666.75,0.0
1463,1463,2395.0,0.0,0.0,0.0,0.0,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.40000153,281.0,1.0
1464,1464,2144.0,1.0,0.0,0.0,0.0,9,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,64.94999695,547.7999878,0.0
1465,1465,891.0,1.0,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,74.59999847,74.59999847,0.0
1466,1466,4180.0,1.0,0.0,1.0,1.0,12,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,49.20000076,571.1500244,0.0
1467,1467,4525.0,0.0,0.0,0.0,0.0,23,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,3.0,73.75,1756.599976,0.0
1468,1468,4762.0,1.0,0.0,0.0,0.0,62,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,92.30000305,5731.450195,0.0
1469,1469,2746.0,1.0,0.0,0.0,0.0,37,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,98.80000305,3475.550049,1.0
1470,1470,3543.0,0.0,0.0,0.0,0.0,8,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.20000076,156.8500061,0.0
1471,1471,4920.0,1.0,0.0,1.0,0.0,31,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,88.65000153,2683.199951,0.0
1472,1472,4670.0,1.0,0.0,1.0,1.0,13,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,74.40000153,896.75,1.0
1473,1473,3603.0,0.0,0.0,0.0,0.0,24,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,98.75,2407.300049,1.0
1474,1474,4773.0,1.0,0.0,1.0,1.0,45,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,95.94999695,4456.649902,0.0
1475,1475,3066.0,0.0,1.0,1.0,0.0,69,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,105.4000015,6998.950195,0.0
1476,1476,2558.0,1.0,0.0,0.0,0.0,2,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.25,36.79999924,0.0
1477,1477,2776.0,1.0,0.0,1.0,1.0,61,1.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,106.0,6547.700195,1.0
1478,1478,4969.0,1.0,0.0,0.0,0.0,41,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,104.6999969,4346.399902,1.0
1479,1479,3182.0,0.0,0.0,0.0,0.0,44,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,49.04999924,2265.0,0.0
1480,1480,4489.0,1.0,0.0,0.0,0.0,39,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,35.54999924,1309.150024,0.0
1481,1481,4650.0,1.0,0.0,1.0,1.0,72,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,65.09999847,4754.299805,0.0
1482,1482,4674.0,0.0,1.0,0.0,0.0,13,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,96.84999847,1235.550049,0.0
1483,1483,366.0,0.0,0.0,1.0,1.0,51,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,69.75,3562.5,0.0
1484,1484,1115.0,0.0,1.0,1.0,0.0,71,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,99.19999695,7213.75,0.0
1485,1485,4943.0,1.0,1.0,0.0,0.0,22,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,96.69999695,2082.949951,1.0
1486,1486,2647.0,0.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,55.04999924,102.75,1.0
1487,1487,2545.0,0.0,0.0,0.0,0.0,56,1.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,106.8000031,5914.399902,0.0
1488,1488,4391.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,51.25,51.25,0.0
1489,1489,3321.0,0.0,0.0,1.0,1.0,23,1.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,57.75,1282.849976,0.0
1490,1490,4073.0,0.0,1.0,1.0,0.0,66,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,70.84999847,4738.850098,0.0
1491,1491,4350.0,0.0,0.0,0.0,0.0,1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.54999924,19.54999924,0.0
1492,1492,1634.0,1.0,1.0,0.0,0.0,19,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,88.19999695,1775.800049,1.0
1493,1493,3255.0,1.0,0.0,0.0,0.0,11,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,79.5,795.6500244,0.0
