Column1,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
637,2077-DDHJK,Female,FALSE,TRUE,FALSE,68,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Two year,FALSE,Credit card (automatic),70.90000153,4911.350098,FALSE
638,4913-EHYUI,Male,TRUE,TRUE,TRUE,56,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),104.5500031,5794.649902,TRUE
639,0195-IESCP,Male,FALSE,TRUE,FALSE,10,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85.25,855.2999878,TRUE
640,9574-BOSMD,Male,FALSE,TRUE,TRUE,68,TRUE,TRUE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),25.39999962,1620.199951,FALSE
641,4580-TMHJU,Female,FALSE,TRUE,TRUE,43,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,56.15000153,2499.300049,TRUE
642,0970-ETWGE,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,89.55000305,89.55000305,TRUE
643,4908-XAXAY,Female,TRUE,FALSE,FALSE,49,TRUE,FALSE,Fiber optic,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,One year,TRUE,Bank transfer (automatic),89.84999847,4287.200195,FALSE
644,8404-VLQFB,Female,FALSE,TRUE,TRUE,15,TRUE,TRUE,No,,,,,,,Month-to-month,TRUE,Electronic check,25.25,394.8500061,FALSE
645,1626-ERCMM,Male,TRUE,TRUE,FALSE,20,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,94.55000305,1899.650024,TRUE
646,0887-HJGAR,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,45.70000076,45.70000076,TRUE
647,2391-IPLOP,Male,FALSE,TRUE,TRUE,50,TRUE,TRUE,DSL,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,One year,TRUE,Electronic check,69.65000153,3442.149902,FALSE
648,5644-PDMZC,Female,TRUE,FALSE,FALSE,2,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,89.5,161.5,TRUE
649,3509-GWQGF,Male,TRUE,FALSE,FALSE,24,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),70,1732.599976,FALSE
650,9576-ANLXO,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),69.55000305,222.3000031,TRUE
651,2024-BASKD,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,74.59999847,74.59999847,TRUE
652,5845-BZZIB,Male,FALSE,TRUE,TRUE,35,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,20.10000038,655.2999878,FALSE
653,1140-UKVZG,Female,FALSE,FALSE,FALSE,17,TRUE,TRUE,No,,,,,,,Month-to-month,FALSE,Mailed check,24.79999924,475.25,FALSE
654,4160-AMJTL,Female,TRUE,FALSE,FALSE,8,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Electronic check,19.64999962,164.3000031,TRUE
655,5183-SNMJQ,Male,FALSE,FALSE,FALSE,10,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),95.09999847,865.0999756,FALSE
656,8100-PNJMH,Male,FALSE,TRUE,TRUE,68,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),88.84999847,6132.700195,FALSE
657,7838-LAZFO,Male,FALSE,TRUE,FALSE,45,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,One year,FALSE,Bank transfer (automatic),78.80000305,3597.5,FALSE
658,4464-JCOLN,Male,FALSE,TRUE,TRUE,2,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,19.85000038,35.90000153,TRUE
659,2085-JVGAD,Male,FALSE,TRUE,FALSE,37,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Bank transfer (automatic),20.35000038,697.6500244,FALSE
660,5650-VDUDS,Female,FALSE,FALSE,FALSE,4,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,24.25,96.05000305,TRUE
661,8095-WANWK,Female,FALSE,FALSE,FALSE,10,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.25,428.7000122,FALSE
662,3030-ZKIWL,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.04999924,20.04999924,FALSE
663,9565-FLVCG,Male,FALSE,TRUE,TRUE,65,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,Two year,TRUE,Mailed check,69.55000305,4459.149902,FALSE
664,8755-OGKNA,Female,FALSE,TRUE,TRUE,57,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),19.5,1167.599976,FALSE
665,2800-VEQXM,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,74.75,238.1000061,FALSE
666,7538-GWHML,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Electronic check,69.65000153,145.1499939,TRUE
667,5533-RJFTJ,Male,FALSE,FALSE,FALSE,49,FALSE,,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),30.20000076,1453.099976,FALSE
668,3859-CVCET,Female,FALSE,FALSE,FALSE,4,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,45.65000153,191.0500031,TRUE
669,0214-JHPFW,Female,FALSE,TRUE,FALSE,70,FALSE,,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),57.79999924,4039.300049,FALSE
670,5642-MHDQT,Female,FALSE,TRUE,TRUE,53,TRUE,FALSE,No,,,,,,,One year,TRUE,Bank transfer (automatic),19.85000038,1039.449951,FALSE
671,3088-FVYWK,Male,FALSE,TRUE,TRUE,53,TRUE,TRUE,No,,,,,,,Two year,FALSE,Credit card (automatic),25.54999924,1336.099976,FALSE
672,3276-HDUEG,Female,FALSE,FALSE,FALSE,1,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,75.05000305,75.05000305,TRUE
673,9092-GDZKO,Male,FALSE,FALSE,FALSE,22,TRUE,TRUE,No,,,,,,,Month-to-month,TRUE,Credit card (automatic),24.85000038,493.3999939,FALSE
674,0823-HSCDJ,Male,TRUE,FALSE,FALSE,52,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,49.15000153,2550.899902,TRUE
675,3729-OWRVL,Male,TRUE,FALSE,FALSE,65,TRUE,TRUE,Fiber optic,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Electronic check,110.3499985,7246.149902,FALSE
676,2324-AALNO,Female,FALSE,FALSE,FALSE,48,TRUE,TRUE,No,,,,,,,One year,FALSE,Bank transfer (automatic),24.54999924,1203.949951,FALSE
677,0822-GAVAP,Female,FALSE,FALSE,FALSE,2,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,34.70000076,62.25,TRUE
678,5760-IFJOZ,Male,FALSE,FALSE,FALSE,3,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Mailed check,107.9499969,313.6000061,FALSE
679,2826-UWHIS,Male,FALSE,TRUE,FALSE,45,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Bank transfer (automatic),81.40000153,3775.850098,FALSE
680,1448-PWKYE,Male,FALSE,TRUE,TRUE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Electronic check,80,80,TRUE
681,7501-IWUNG,Female,FALSE,TRUE,TRUE,61,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),73.80000305,4616.049805,FALSE
682,4957-TREIR,Male,FALSE,FALSE,FALSE,3,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),64.40000153,195.6499939,FALSE
683,7251-LJBQN,Female,TRUE,FALSE,FALSE,40,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,One year,TRUE,Credit card (automatic),103.75,4188.399902,FALSE
684,8040-MNRTF,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,71.09999847,71.09999847,FALSE
685,1536-HBSWP,Female,FALSE,FALSE,FALSE,1,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,49.90000153,49.90000153,FALSE
686,5313-FPXWG,Male,FALSE,FALSE,FALSE,51,TRUE,TRUE,No,,,,,,,One year,TRUE,Bank transfer (automatic),24.60000038,1266.400024,FALSE
687,0067-DKWBL,Male,TRUE,FALSE,FALSE,2,TRUE,FALSE,DSL,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,49.25,91.09999847,TRUE
688,0946-FKYTX,Male,FALSE,FALSE,FALSE,52,FALSE,,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,One year,FALSE,Mailed check,30.10000038,1623.400024,FALSE
689,5076-YVXCM,Male,FALSE,FALSE,FALSE,51,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Bank transfer (automatic),83.40000153,4149.450195,FALSE
690,8262-COGGB,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Mailed check,20.45000076,20.45000076,FALSE
691,6663-JOCQO,Male,FALSE,TRUE,TRUE,31,TRUE,TRUE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,One year,TRUE,Bank transfer (automatic),75.25,2344.5,FALSE
692,9620-QJREV,Male,FALSE,FALSE,TRUE,47,TRUE,FALSE,No,,,,,,,One year,FALSE,Credit card (automatic),20.54999924,1013.049988,FALSE
693,2276-YDAVZ,Female,FALSE,FALSE,FALSE,3,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),75.09999847,270.7000122,TRUE
694,2682-KEVRP,Female,TRUE,FALSE,FALSE,22,TRUE,FALSE,No,,,,,,,One year,TRUE,Mailed check,20.04999924,417,FALSE
695,2480-JZOSN,Female,FALSE,TRUE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Mailed check,20.64999962,20.64999962,FALSE
696,0078-XZMHT,Male,FALSE,TRUE,FALSE,72,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),85.15000153,6316.200195,FALSE
697,5896-NPFWW,Male,FALSE,TRUE,TRUE,3,TRUE,FALSE,DSL,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,50.15000153,168.1499939,TRUE
698,9978-HYCIN,Male,TRUE,TRUE,TRUE,47,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,One year,TRUE,Bank transfer (automatic),84.94999695,4018.050049,FALSE
699,8338-QIUNR,Male,FALSE,TRUE,TRUE,72,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Credit card (automatic),66.5,4811.600098,FALSE
700,1525-LNLOJ,Male,FALSE,TRUE,TRUE,66,TRUE,TRUE,DSL,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Two year,TRUE,Bank transfer (automatic),63.29999924,4189.700195,FALSE
701,9450-TRJUU,Male,FALSE,FALSE,FALSE,35,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,83.15000153,2848.449951,FALSE
702,1766-GKNMI,Male,FALSE,FALSE,FALSE,29,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,84.90000153,2516.199951,FALSE
703,6942-LBFDP,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Mailed check,20.54999924,33.59999847,FALSE
704,1456-TWCGB,Male,FALSE,FALSE,FALSE,4,TRUE,FALSE,DSL,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,49.25,208.4499969,FALSE
705,7133-VBDCG,Female,FALSE,FALSE,FALSE,25,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),79.84999847,2015.349976,TRUE
706,7596-ZYWBB,Female,FALSE,FALSE,FALSE,65,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Two year,TRUE,Mailed check,59.59999847,3739.800049,FALSE
707,8329-UTMVM,Male,TRUE,FALSE,FALSE,27,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,One year,TRUE,Bank transfer (automatic),104.6500015,2964,FALSE
708,3014-WJKSM,Male,FALSE,TRUE,FALSE,29,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),75.30000305,2263.399902,FALSE
709,3347-YJZZE,Male,FALSE,TRUE,TRUE,29,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Credit card (automatic),80.09999847,2211.800049,FALSE
710,1029-QFBEN,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.54999924,19.54999924,TRUE
711,7929-DMBCV,Female,FALSE,TRUE,FALSE,20,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,81,1683.699951,FALSE
712,9661-JALZV,Female,FALSE,FALSE,FALSE,58,TRUE,TRUE,No,,,,,,,Two year,TRUE,Credit card (automatic),24.70000076,1519,FALSE
713,5433-KYGHE,Female,FALSE,FALSE,TRUE,14,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,86,1164.050049,FALSE
714,4312-KFRXN,Male,FALSE,TRUE,FALSE,72,TRUE,TRUE,No,,,,,,,Two year,FALSE,Mailed check,25.39999962,1710.900024,FALSE
715,5575-TPIZQ,Male,FALSE,FALSE,FALSE,46,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Credit card (automatic),89.15000153,4245.549805,FALSE
716,0114-IGABW,Female,FALSE,TRUE,FALSE,71,FALSE,,DSL,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,FALSE,Bank transfer (automatic),58.25,4145.899902,FALSE
717,9944-AEXBM,Male,FALSE,FALSE,FALSE,32,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),85.65000153,2664.300049,FALSE
718,1853-ARAAQ,Female,FALSE,FALSE,FALSE,26,FALSE,,DSL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Credit card (automatic),50.34999847,1277.5,FALSE
719,6952-OMNWB,Male,TRUE,TRUE,FALSE,68,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),80.34999847,5589.299805,FALSE
720,4697-LUPSU,Male,FALSE,TRUE,TRUE,2,TRUE,FALSE,No,,,,,,,One year,FALSE,Mailed check,20.20000076,34.75,FALSE
721,8434-VGEQQ,Male,FALSE,TRUE,TRUE,61,TRUE,FALSE,No,,,,,,,Two year,FALSE,Credit card (automatic),20.54999924,1305.949951,FALSE
722,4952-YSOGZ,Female,FALSE,TRUE,TRUE,4,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Electronic check,85.94999695,381.2999878,TRUE
723,1589-AGTLK,Male,FALSE,FALSE,FALSE,3,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,45.34999847,141.5,TRUE
724,5244-IRFIH,Male,TRUE,TRUE,FALSE,33,TRUE,TRUE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,94.5,3105.550049,TRUE
725,6549-YMFAW,Male,TRUE,TRUE,FALSE,9,TRUE,FALSE,No,,,,,,,Month-to-month,TRUE,Mailed check,21.25,204.5500031,FALSE
726,4950-HKQTE,Female,FALSE,FALSE,FALSE,22,TRUE,TRUE,No,,,,,,,Two year,FALSE,Mailed check,26.25,605.9000244,FALSE
727,6786-OBWQR,Female,FALSE,TRUE,TRUE,5,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Electronic check,80.84999847,356.1000061,FALSE
728,2684-EIWEO,Female,TRUE,FALSE,FALSE,30,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Credit card (automatic),91.69999695,2758.149902,TRUE
729,2753-JMMCV,Male,FALSE,FALSE,FALSE,65,TRUE,TRUE,DSL,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,TRUE,Credit card (automatic),74.19999695,4805.649902,FALSE
730,6439-GTPCA,Female,FALSE,FALSE,FALSE,45,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,87.25,3941.699951,TRUE
731,6621-YOBKI,Male,FALSE,FALSE,FALSE,5,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.35000038,92.75,FALSE
732,1216-JWVUX,Male,FALSE,TRUE,TRUE,25,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,75.5,1901.050049,FALSE
733,7564-GHCVB,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Two year,FALSE,Bank transfer (automatic),79.05000305,5730.700195,FALSE
734,1173-NOEYG,Female,FALSE,TRUE,FALSE,27,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Month-to-month,FALSE,Bank transfer (automatic),90.15000153,2423.399902,FALSE
735,7595-EHCDL,Male,FALSE,TRUE,TRUE,32,FALSE,,DSL,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Credit card (automatic),50.59999847,1653.449951,FALSE
736,6647-ZEDXT,Female,FALSE,FALSE,FALSE,30,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,One year,FALSE,Credit card (automatic),110.4499969,3327.050049,FALSE
737,2521-NPUZR,Male,FALSE,TRUE,FALSE,70,TRUE,FALSE,Fiber optic,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Two year,FALSE,Credit card (automatic),101,7085.5,FALSE
738,1307-TVUFB,Male,TRUE,FALSE,FALSE,42,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Bank transfer (automatic),79.34999847,3344.100098,FALSE
739,7503-MIOGA,Female,TRUE,TRUE,FALSE,72,TRUE,TRUE,DSL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),89.84999847,6697.350098,FALSE
740,4381-MHQDC,Female,FALSE,FALSE,FALSE,47,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,TRUE,Mailed check,65,2879.899902,FALSE
741,6923-JHPMP,Female,FALSE,FALSE,FALSE,2,TRUE,FALSE,Fiber optic,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,80.44999695,137.1000061,FALSE
742,5138-WVKYJ,Male,FALSE,FALSE,FALSE,10,TRUE,TRUE,Fiber optic,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,98.55000305,1008.549988,TRUE
743,4018-PPNDW,Female,FALSE,TRUE,TRUE,61,TRUE,TRUE,No,,,,,,,Two year,TRUE,Mailed check,24.10000038,1551.599976,FALSE
744,1635-FJFCC,Female,FALSE,FALSE,FALSE,5,TRUE,FALSE,DSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Credit card (automatic),44.04999924,202.1499939,FALSE
745,2499-AJYUA,Female,TRUE,TRUE,FALSE,72,TRUE,TRUE,Fiber optic,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),110.8000031,7882.25,FALSE
746,6919-ELBGL,Male,TRUE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Two year,TRUE,Bank transfer (automatic),114.9499969,8196.400391,FALSE
747,3966-HRMZA,Female,TRUE,FALSE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Month-to-month,FALSE,Mailed check,75.05000305,202.8999939,FALSE
748,6425-JWTDV,Male,FALSE,TRUE,FALSE,48,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.25,855.0999756,FALSE
749,8405-IGQFX,Female,FALSE,FALSE,FALSE,63,TRUE,FALSE,Fiber optic,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,One year,TRUE,Credit card (automatic),90.05000305,5817,FALSE
750,8224-IVVPA,Female,FALSE,FALSE,FALSE,27,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,56.70000076,1652.949951,FALSE
751,9477-LGWQI,Male,FALSE,TRUE,TRUE,70,TRUE,FALSE,DSL,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Two year,TRUE,Credit card (automatic),80.15000153,5600.149902,FALSE
752,1410-RSCMR,Male,FALSE,TRUE,TRUE,7,TRUE,FALSE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,Month-to-month,TRUE,Credit card (automatic),71.34999847,515.75,FALSE
753,3115-CZMZD,Male,FALSE,FALSE,TRUE,0,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,20.25,,FALSE
754,0139-IVFJG,Female,FALSE,TRUE,FALSE,2,TRUE,FALSE,Fiber optic,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,Month-to-month,FALSE,Electronic check,90.34999847,190.5,FALSE
755,6683-VLCTZ,Male,TRUE,FALSE,FALSE,20,TRUE,TRUE,Fiber optic,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,Month-to-month,TRUE,Electronic check,98.55000305,1842.800049,TRUE
756,5730-DBDSI,Male,FALSE,FALSE,FALSE,66,TRUE,FALSE,No,,,,,,,Two year,FALSE,Bank transfer (automatic),19.70000076,1253.800049,FALSE
757,0030-FNXPP,Female,FALSE,FALSE,FALSE,3,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,19.85000038,57.20000076,FALSE
758,2189-WWOEW,Female,FALSE,FALSE,TRUE,15,TRUE,FALSE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Month-to-month,TRUE,Bank transfer (automatic),85.90000153,1269.550049,TRUE
759,5684-FJVYR,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,Fiber optic,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,Two year,TRUE,Bank transfer (automatic),90.34999847,6563.399902,FALSE
760,4013-GUXND,Male,FALSE,FALSE,FALSE,1,TRUE,FALSE,No,,,,,,,Month-to-month,FALSE,Mailed check,20.79999924,20.79999924,FALSE
761,1894-IGFSG,Female,FALSE,FALSE,FALSE,22,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Month-to-month,FALSE,Electronic check,89.25,1907.849976,TRUE
762,7379-POKDZ,Male,FALSE,TRUE,FALSE,3,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,70.30000305,208.8500061,TRUE
763,1266-NZYUI,Female,FALSE,TRUE,TRUE,72,TRUE,TRUE,DSL,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,Two year,FALSE,Bank transfer (automatic),66.84999847,4758.799805,FALSE
764,7969-FFOWG,Male,FALSE,TRUE,TRUE,65,TRUE,FALSE,No,,,,,,,Two year,FALSE,Mailed check,19.89999962,1292.599976,FALSE
765,4718-DHSMV,Female,FALSE,FALSE,FALSE,11,FALSE,,DSL,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Month-to-month,TRUE,Mailed check,35.79999924,363.1499939,FALSE
766,5175-WLYXL,Male,FALSE,FALSE,FALSE,22,TRUE,TRUE,Fiber optic,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Month-to-month,TRUE,Mailed check,78.84999847,1600.25,FALSE
767,7817-OMJNA,Male,FALSE,FALSE,FALSE,14,TRUE,FALSE,No,,,,,,,One year,FALSE,Bank transfer (automatic),20.39999962,275.7000122,FALSE
768,8728-SKJLR,Male,FALSE,FALSE,FALSE,41,TRUE,FALSE,Fiber optic,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Month-to-month,TRUE,Electronic check,74.25,3089.100098,FALSE
769,3137-NYQQI,Male,FALSE,TRUE,FALSE,17,TRUE,FALSE,DSL,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,One year,FALSE,Mailed check,64.80000305,1175.599976,FALSE
